Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Burned (kcal),Gender_Male,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga,Cluster
47,83.5,1.66,169.0,155.0,72.0,0.59,26.3,3.2,2,0,30.4,400.5,True,True,False,False,False,2
59,78.6,1.76,160.0,136.0,79.0,1.17,18.7,4.3,4,1,25.3,388.3,True,False,False,True,False,2
52,67.7,1.67,167.0,135.0,75.0,0.61,30.5,3.0,2,0,24.4,188.5,False,False,False,False,False,2
24,55.9,1.76,196.0,159.0,72.0,0.6,20.2,3.6,2,0,18.0,141.2,True,False,False,True,False,0
33,61.9,1.74,184.0,135.0,75.0,0.69,29.3,3.4,3,0,20.5,70.5,False,False,False,False,True,2
43,72.7,1.74,184.0,165.0,55.0,0.82,15.8,3.2,7,3,24.1,482.9,True,True,False,False,False,1
19,82.0,1.82,195.0,156.0,65.0,0.92,24.4,4.2,5,1,24.8,316.8,True,False,False,True,False,0
18,47.1,1.57,196.0,156.0,61.0,1.03,19.8,3.8,7,2,19.1,204.8,False,False,False,True,False,1
29,56.2,1.63,186.0,147.0,55.0,1.47,20.1,4.4,7,3,21.1,348.1,False,False,False,True,False,1
22,90.3,1.86,195.0,176.0,71.0,0.82,17.0,3.3,5,2,26.2,595.7,True,True,False,False,False,0
54,50.5,1.65,162.0,150.0,78.0,0.54,28.5,3.3,2,0,18.5,222.1,True,True,False,False,False,2
49,51.6,1.45,179.0,127.0,64.0,0.83,16.9,4.3,4,1,24.5,70.4,True,False,False,False,True,2
26,79.8,1.66,191.0,150.0,55.0,1.23,15.5,4.1,6,3,29.0,411.4,False,False,False,True,False,1
58,73.3,1.69,161.0,147.0,69.0,0.67,24.0,2.3,3,0,25.5,395.6,True,True,False,False,False,2
52,53.3,1.45,162.0,120.0,69.0,0.75,19.7,4.0,4,1,25.3,65.8,True,False,False,False,True,2
36,59.2,1.81,182.0,132.0,71.0,1.1,16.6,4.2,4,1,18.0,107.4,True,False,False,False,True,1
33,53.6,1.61,190.0,155.0,72.0,0.86,18.5,3.6,5,1,20.7,194.5,True,False,False,True,False,0
20,94.5,1.71,203.0,137.0,55.0,1.09,11.1,4.4,5,3,32.2,171.2,False,False,False,False,True,1
37,59.3,1.66,188.0,158.0,69.0,0.84,24.6,4.2,4,1,21.6,298.0,False,False,True,False,False,0
41,69.9,1.55,174.0,139.0,75.0,0.51,38.7,2.9,3,0,29.1,161.3,False,False,False,False,False,2
50,53.3,1.57,167.0,121.0,66.0,0.89,8.2,4.4,6,3,21.6,77.5,True,False,False,False,True,1
41,57.6,1.59,183.0,143.0,69.0,0.94,20.5,3.6,5,2,22.9,246.0,True,False,False,False,False,1
28,83.4,1.79,192.0,136.0,68.0,0.43,20.7,3.4,3,0,26.1,59.0,True,False,False,False,True,0
25,67.7,1.67,195.0,156.0,66.0,0.61,30.9,3.5,2,0,24.4,172.9,False,False,False,True,False,0
53,67.6,1.63,170.0,131.0,59.0,1.08,16.8,3.6,7,3,25.5,331.5,False,False,False,False,False,1
55,52.2,1.59,170.0,136.0,72.0,0.38,28.0,2.6,2,0,20.7,90.7,False,False,False,False,False,2
57,63.0,1.8,160.0,126.0,65.0,1.01,21.8,3.1,5,1,19.5,286.0,False,False,False,False,False,2
37,68.2,1.83,182.0,144.0,71.0,0.33,30.3,2.3,3,0,20.5,103.6,True,False,False,False,False,2
52,70.7,1.8,167.0,120.0,63.0,1.17,23.3,4.0,7,3,21.9,136.0,False,False,False,False,True,1
42,69.0,1.73,173.0,133.0,57.0,0.93,20.6,2.6,5,2,23.1,294.3,False,False,False,False,False,1
52,82.2,1.71,169.0,142.0,79.0,0.54,26.3,3.3,4,1,28.1,186.4,True,False,False,True,False,2
42,59.1,1.56,175.0,141.0,61.0,0.84,20.6,3.3,5,2,24.3,209.0,False,False,False,True,False,1
46,71.1,1.66,174.0,146.0,63.0,0.73,14.8,3.8,7,3,25.9,310.5,True,False,True,False,False,1
35,63.8,1.61,188.0,149.0,57.0,1.04,8.0,4.5,7,3,24.6,279.6,True,False,False,True,False,1
35,43.8,1.5,186.0,128.0,57.0,1.09,15.1,4.4,5,2,19.5,78.8,True,False,False,False,True,1
19,76.8,1.79,197.0,157.0,64.0,0.9,19.4,3.4,5,2,24.1,290.0,True,False,False,True,False,0
52,63.6,1.61,169.0,153.0,64.0,0.95,28.3,3.6,5,1,24.5,486.5,True,True,False,False,False,2
33,87.6,1.8,188.0,147.0,71.0,0.93,22.7,2.8,5,1,27.0,370.4,False,False,False,False,False,0
58,61.7,1.77,159.0,131.0,65.0,0.97,24.0,3.8,7,2,19.7,252.1,False,False,False,True,False,1
53,54.2,1.74,163.0,117.0,62.0,0.99,16.5,4.3,6,2,18.0,87.7,True,False,False,False,True,1
50,74.9,1.74,171.0,138.0,61.0,1.29,15.4,4.2,7,3,24.7,405.8,False,False,False,True,False,1
21,66.6,1.62,192.0,142.0,80.0,0.47,20.2,3.2,3,0,25.4,52.0,True,False,False,False,True,0
50,81.0,1.87,165.0,150.0,64.0,0.92,27.7,3.4,7,2,23.3,602.8,False,True,False,False,False,1
31,68.4,1.68,183.0,142.0,66.0,0.81,28.8,3.0,5,1,24.1,251.9,False,False,False,False,False,0
38,80.5,1.71,176.0,160.0,67.0,0.76,18.4,2.9,5,2,27.5,495.9,False,True,False,False,False,0
37,57.8,1.62,181.0,165.0,77.0,0.39,29.7,2.7,2,0,22.2,181.2,False,True,False,False,False,0
25,57.6,1.59,200.0,166.0,64.0,1.28,18.1,4.6,5,2,22.9,442.4,False,False,True,False,False,1
24,72.6,1.73,199.0,158.0,82.0,0.78,29.9,2.9,3,0,24.3,257.5,False,False,False,False,False,0
20,55.4,1.7,205.0,184.0,64.0,0.71,20.7,3.1,5,2,19.1,318.0,False,True,False,False,False,0
34,60.0,1.6,183.0,167.0,77.0,0.95,15.1,3.1,5,1,23.4,459.8,True,True,False,False,False,0
50,56.0,1.54,160.0,127.0,67.0,0.92,25.6,2.9,3,1,23.7,232.7,True,False,False,False,False,2
29,73.7,1.55,188.0,170.0,69.0,1.16,16.8,3.4,5,2,30.5,689.3,True,True,False,False,False,1
39,73.9,1.8,187.0,148.0,59.0,1.21,19.3,4.3,7,3,22.8,373.0,False,False,False,True,False,1
39,65.0,1.62,179.0,148.0,76.0,0.73,27.2,3.5,3,0,24.8,199.0,False,False,False,True,False,2
47,75.0,1.65,173.0,138.0,55.0,1.13,15.5,3.4,7,2,27.7,357.7,True,False,False,True,False,1
55,68.8,1.83,164.0,136.0,85.0,0.45,20.9,2.7,2,0,20.7,139.9,True,False,False,False,False,2
55,72.5,1.57,168.0,138.0,67.0,1.21,24.3,4.1,4,2,29.5,370.0,False,False,False,True,False,1
25,80.2,1.61,199.0,181.0,75.0,0.6,23.4,3.4,3,1,31.1,390.8,True,True,False,False,False,0
44,61.4,1.6,168.0,137.0,63.0,0.59,18.3,3.4,3,1,23.9,153.2,True,False,False,True,False,2
44,74.1,1.84,164.0,139.0,66.0,1.16,18.2,4.4,4,2,21.8,512.2,True,False,True,False,False,1
51,104.9,1.88,172.0,136.0,69.0,1.03,22.0,3.3,4,1,30.5,505.6,True,False,False,False,False,2
38,83.7,1.76,181.0,131.0,70.0,0.92,30.2,3.8,3,0,27.2,127.0,False,False,False,False,True,2
47,75.2,1.76,176.0,143.0,66.0,1.12,18.1,3.9,5,3,24.3,353.7,True,False,False,True,False,1
50,78.2,1.62,169.0,144.0,71.0,0.83,17.9,5.1,4,1,29.7,386.8,True,False,True,False,False,2
45,102.9,1.87,178.0,145.0,70.0,0.9,24.2,4.0,3,1,29.3,385.9,True,False,False,True,False,2
50,66.0,1.71,169.0,126.0,73.0,0.58,24.3,4.0,4,1,22.7,63.4,True,False,False,False,True,2
22,77.9,1.77,194.0,132.0,56.0,1.46,17.4,4.4,5,3,25.0,187.9,False,False,False,False,True,1
36,73.3,1.67,182.0,155.0,76.0,0.89,21.4,4.6,3,0,26.3,389.0,True,False,True,False,False,0
21,65.9,1.65,198.0,143.0,75.0,0.76,25.3,3.8,3,0,24.1,83.1,True,False,False,False,True,0
52,62.8,1.85,171.0,141.0,71.0,0.63,12.9,3.7,4,1,18.4,166.2,True,False,False,True,False,2
34,60.9,1.73,185.0,158.0,75.0,0.56,19.8,4.3,5,1,20.2,205.9,True,False,True,False,False,0
45,61.8,1.83,170.0,145.0,73.0,0.63,21.2,3.6,2,0,18.6,231.2,True,False,True,False,False,2
47,75.5,1.71,181.0,163.0,62.0,0.95,23.5,3.3,7,2,26.0,578.3,False,True,False,False,False,1
46,49.0,1.6,176.0,139.0,72.0,0.32,26.4,2.1,2,0,19.3,70.7,True,False,False,False,False,2
23,65.1,1.62,204.0,140.0,62.0,1.31,13.1,4.7,7,2,24.8,140.5,True,False,False,False,True,1
52,89.5,1.69,163.0,149.0,71.0,1.4,27.5,3.7,7,2,31.3,719.45,False,True,False,False,False,1
58,77.7,1.62,161.0,135.0,75.0,0.67,31.2,3.4,2,0,29.7,217.9,True,False,False,True,False,2
54,44.3,1.57,167.0,137.0,80.0,0.71,29.4,2.7,2,0,18.0,144.2,False,False,False,False,False,2
41,61.2,1.8,182.0,148.0,66.0,0.8,11.6,4.2,7,2,18.9,207.7,True,False,False,True,False,1
46,55.2,1.63,165.0,149.0,61.0,1.29,21.8,3.8,5,2,20.9,572.4,False,True,False,False,False,1
48,55.4,1.69,163.0,147.0,57.0,1.25,20.3,3.9,6,2,19.3,558.6,False,True,False,False,False,1
52,52.6,1.71,165.0,150.0,68.0,0.42,30.8,2.9,3,0,18.0,177.4,True,True,False,False,False,2
50,63.0,1.62,173.0,132.0,56.0,1.11,10.8,3.1,5,3,24.0,318.0,False,False,False,False,False,1
38,89.3,1.83,179.0,141.0,70.0,0.84,15.7,2.7,6,2,26.8,342.0,True,False,False,False,False,1
49,68.4,1.57,170.0,157.0,82.0,0.56,32.9,3.0,3,0,27.8,310.1,False,True,False,False,False,2
40,64.3,1.71,180.0,131.0,70.0,0.84,27.0,3.8,5,1,22.1,89.9,False,False,False,False,True,2
50,66.6,1.7,166.0,142.0,70.0,0.76,14.9,4.6,4,2,22.9,303.7,True,False,True,False,False,1
20,71.3,1.67,205.0,145.0,72.0,0.36,31.3,3.7,2,0,25.4,42.3,False,False,False,False,True,0
35,56.6,1.55,181.0,162.0,57.0,1.23,11.9,4.2,6,3,23.6,560.0,True,True,False,False,False,1
42,85.1,1.77,168.0,123.0,69.0,1.32,17.0,4.4,4,2,27.2,183.8,False,False,False,False,True,1
59,79.2,1.75,156.0,144.0,76.0,0.65,31.4,3.5,3,0,25.7,415.7,False,True,False,False,False,2
48,58.5,1.61,168.0,152.0,64.0,1.32,16.4,4.3,7,3,22.5,620.7,True,True,False,False,False,1
20,55.2,1.75,201.0,181.0,70.0,0.98,19.8,3.0,4,1,18.0,435.5,True,True,False,False,False,0
57,88.5,1.72,164.0,135.0,68.0,0.75,20.6,3.4,4,1,30.0,277.9,False,False,False,True,False,2
41,51.2,1.55,182.0,129.0,64.0,0.72,14.9,4.0,6,2,21.3,60.9,True,False,False,False,True,1
49,64.7,1.59,180.0,164.0,72.0,0.92,22.0,3.4,3,1,25.4,481.7,True,True,False,False,False,0
39,57.9,1.79,181.0,148.0,71.0,0.96,18.1,3.7,5,1,18.0,233.5,False,False,False,True,False,1
40,70.1,1.71,184.0,167.0,70.0,0.52,30.2,2.6,2,0,24.0,294.7,False,True,False,False,False,0
19,64.3,1.62,199.0,141.0,69.0,1.14,21.3,4.2,5,1,24.4,121.8,True,False,False,False,True,1
44,62.5,1.59,177.0,160.0,62.0,0.6,24.3,3.4,3,1,24.6,303.6,False,True,False,False,False,0
59,92.8,1.63,159.0,132.0,68.0,0.71,23.6,3.5,4,1,34.95,278.0,True,False,False,True,False,2
19,57.4,1.64,200.0,140.0,65.0,0.91,15.5,4.2,3,1,21.5,87.1,True,False,False,False,True,0
43,69.4,1.6,178.0,147.0,55.0,0.52,18.7,4.5,3,1,27.3,215.9,True,False,True,False,False,1
34,59.2,1.51,191.0,158.0,81.0,0.88,22.0,3.7,4,1,26.1,218.8,True,False,False,True,False,0
57,68.5,1.79,163.0,148.0,66.0,1.17,21.9,3.9,4,1,21.3,643.6,True,True,False,False,False,2
50,86.0,1.78,170.0,125.0,70.0,0.91,25.3,4.2,2,0,27.2,129.1,True,False,False,False,True,2
26,56.3,1.55,196.0,167.0,83.0,0.7,28.3,4.4,3,0,23.3,234.4,False,False,True,False,False,0
56,78.9,1.69,168.0,153.0,64.0,0.68,17.0,3.3,3,1,27.5,436.2,True,True,False,False,False,2
46,80.5,1.59,167.0,132.0,68.0,0.59,31.3,2.4,3,0,31.8,214.9,False,False,False,False,False,2
59,67.3,1.65,162.0,149.0,74.0,0.68,23.5,3.3,3,0,24.6,370.5,True,True,False,False,False,2
43,61.9,1.65,170.0,146.0,73.0,0.65,26.9,4.1,3,0,22.9,242.2,False,False,True,False,False,2
52,75.6,1.64,175.0,144.0,72.0,0.77,27.6,3.2,2,0,28.2,244.2,False,False,False,True,False,2
42,104.6,1.88,180.0,151.0,65.0,0.46,19.0,3.7,3,1,29.6,287.9,False,False,True,False,False,2
41,54.8,1.64,185.0,168.0,69.0,0.69,26.5,3.0,5,1,20.5,306.6,True,True,False,False,False,0
30,56.7,1.6,182.0,152.0,83.0,0.75,24.1,3.3,2,0,22.2,177.8,False,False,False,True,False,0
24,68.7,1.6,195.0,137.0,67.0,0.72,28.6,3.4,3,0,26.7,81.2,False,False,False,False,True,0
53,74.7,1.78,171.0,144.0,79.0,0.66,19.7,3.8,2,0,23.5,209.0,True,False,False,True,False,2
37,46.3,1.51,190.0,173.0,78.0,1.03,20.3,3.6,5,1,20.2,384.3,False,True,False,False,False,0
18,67.3,1.6,204.0,182.0,62.0,1.23,24.1,3.9,7,2,26.2,664.6,False,True,False,False,False,1
25,88.8,1.82,193.0,158.0,77.0,0.34,22.0,3.1,2,0,26.7,126.5,True,False,False,True,False,0
33,65.8,1.7,186.0,151.0,69.0,0.87,24.2,4.0,4,1,22.7,240.7,False,False,False,True,False,0
31,70.0,1.7,184.0,149.0,66.0,0.82,28.9,3.5,3,0,24.2,242.2,False,False,False,True,False,0
29,77.8,1.89,198.0,181.0,81.0,0.58,29.6,3.2,2,0,21.7,366.4,True,True,False,False,False,0
40,57.0,1.7,183.0,144.0,70.0,0.78,23.7,3.6,5,1,19.6,203.8,False,False,False,False,False,2
32,57.0,1.61,187.0,151.0,67.0,0.91,20.2,3.6,5,1,22.0,217.9,False,False,False,True,False,0
45,66.3,1.65,178.0,145.0,67.0,0.25,19.2,3.1,2,0,24.3,69.9,False,False,False,True,False,2
51,44.4,1.57,168.0,128.0,78.0,0.54,19.8,3.7,3,0,18.1,40.0,False,False,False,False,True,2
19,72.7,1.81,199.0,169.0,76.0,0.48,30.3,3.9,2,0,22.3,211.1,True,False,True,False,False,0
49,73.5,1.74,167.0,123.0,68.0,0.98,18.5,3.7,5,2,24.4,120.0,True,False,False,False,True,1
40,92.5,1.79,176.0,142.0,78.0,0.93,32.4,3.2,2,0,28.8,393.3,True,False,False,False,False,2
39,73.8,1.8,183.0,149.0,71.0,0.73,26.8,3.4,3,0,22.7,225.1,True,False,False,True,False,0
42,51.1,1.64,183.0,164.0,55.0,0.61,20.6,2.7,6,2,19.0,252.2,False,True,False,False,False,1
39,58.2,1.59,179.0,143.0,74.0,0.43,19.6,3.1,2,0,23.2,115.1,True,False,False,False,False,2
39,61.0,1.67,177.0,162.0,74.0,0.25,22.1,3.0,3,0,21.7,123.8,True,True,False,False,False,0
59,66.5,1.59,166.0,139.0,76.0,0.56,33.7,3.6,3,0,26.2,156.4,False,False,False,True,False,2
23,65.2,1.7,197.0,169.0,83.0,0.62,30.2,3.9,3,0,22.6,244.0,False,False,True,False,False,0
32,57.9,1.79,177.0,162.0,75.0,0.65,24.3,2.9,3,0,18.0,305.0,False,True,False,False,False,0
54,96.8,1.66,162.0,118.0,63.0,1.07,22.1,4.1,6,3,34.95,172.6,True,False,False,False,True,1
50,70.6,1.69,172.0,123.0,62.0,0.99,18.5,4.0,6,3,24.6,116.3,False,False,False,False,True,1
25,68.0,1.67,191.0,172.0,63.0,0.67,23.2,3.2,3,1,24.4,368.6,False,True,False,False,False,0
22,55.8,1.76,198.0,138.0,64.0,0.85,26.9,4.0,5,1,18.0,78.6,False,False,False,False,True,0
56,47.2,1.61,158.0,129.0,76.0,0.75,18.0,3.1,5,1,18.1,160.2,True,False,False,False,False,2
21,50.4,1.46,197.0,151.0,66.0,0.79,19.0,3.1,5,1,23.6,180.8,True,False,False,False,False,0
23,75.6,1.73,192.0,154.0,67.0,1.21,22.6,4.3,4,2,25.3,382.0,True,False,False,True,False,1
49,84.8,1.78,165.0,150.0,65.0,0.86,17.7,3.3,4,1,26.8,588.9,True,True,False,False,False,2
47,74.2,1.72,169.0,138.0,79.0,0.65,26.8,3.5,3,0,24.9,221.3,True,False,False,False,False,2
52,50.3,1.62,172.0,144.0,76.0,0.75,22.2,3.8,3,0,19.3,160.3,True,False,False,True,False,2
57,44.2,1.57,165.0,128.0,59.0,1.32,8.0,3.8,7,3,18.0,265.9,True,False,False,False,False,1
33,70.6,1.73,197.0,144.0,78.0,0.74,23.5,3.5,3,0,23.6,86.9,False,False,False,False,True,0
30,62.8,1.69,187.0,168.0,61.0,1.17,18.4,3.8,5,3,21.9,592.8,False,True,False,False,False,1
59,52.7,1.67,166.0,135.0,61.0,0.94,23.6,3.2,5,2,18.9,209.5,False,False,False,True,False,2
47,94.7,1.86,182.0,132.0,70.0,0.8,25.1,3.5,4,1,27.3,125.8,True,False,False,False,True,2
36,45.2,1.59,190.0,151.0,78.0,0.43,29.9,2.9,3,0,18.0,88.7,True,False,False,False,False,0
34,91.3,1.86,192.0,164.0,81.0,0.51,23.0,4.0,3,0,26.5,278.5,False,False,True,False,False,0
36,52.0,1.68,185.0,156.0,69.0,0.71,24.7,4.4,3,1,18.4,221.5,False,False,True,False,False,0
45,54.9,1.5,176.0,151.0,74.0,0.88,18.9,4.3,6,2,24.5,291.8,True,False,True,False,False,1
43,76.6,1.66,172.0,139.0,61.0,0.88,10.7,3.6,7,2,27.7,284.2,True,False,False,True,False,1
54,71.4,1.78,153.0,139.0,62.0,0.97,23.4,3.4,5,1,22.6,556.7,True,True,False,False,False,2
43,83.1,1.64,178.0,126.0,63.0,1.05,25.9,4.0,4,1,30.8,143.4,True,False,False,False,True,2
40,74.4,1.53,175.0,142.0,65.0,1.15,23.4,3.6,7,2,31.7,359.4,True,False,False,True,False,1
26,69.0,1.66,192.0,159.0,60.0,1.12,8.0,4.8,7,3,24.9,463.7,True,False,True,False,False,1
29,66.5,1.59,187.0,168.0,61.0,1.26,16.6,3.7,5,3,26.2,676.0,True,True,False,False,False,1
18,84.4,1.73,204.0,183.0,67.0,0.72,14.2,2.9,3,1,28.2,488.8,True,True,False,False,False,0
18,80.8,1.76,201.0,166.0,85.0,0.47,25.8,2.9,3,0,26.2,159.1,False,False,False,True,False,0
51,63.8,1.57,175.0,161.0,83.0,0.62,26.8,2.9,3,0,25.7,318.6,True,True,False,False,False,2
49,56.7,1.61,167.0,142.0,64.0,0.92,20.4,4.1,4,1,21.9,316.0,True,False,True,False,False,2
42,55.5,1.76,179.0,145.0,64.0,1.17,14.3,4.1,6,2,18.0,274.4,True,False,False,True,False,1
57,46.9,1.59,162.0,121.0,70.0,0.43,22.0,3.6,3,1,18.4,33.5,False,False,False,False,True,2
18,82.8,1.57,201.0,162.0,73.0,0.75,25.3,4.0,3,1,33.5,259.1,False,False,False,True,False,0
33,61.7,1.56,187.0,141.0,57.0,1.11,13.9,3.1,4,2,25.3,309.8,True,False,False,False,False,1
56,67.7,1.72,172.0,135.0,66.0,0.44,34.2,3.0,2,0,23.0,135.7,False,False,False,False,False,2
22,85.0,1.71,202.0,165.0,55.0,1.24,14.0,4.4,5,3,29.1,631.0,False,False,True,False,False,1
39,54.5,1.61,179.0,135.0,83.0,0.99,32.4,4.5,2,0,21.0,87.7,False,False,False,False,True,2
46,74.4,1.68,171.0,136.0,72.0,0.59,21.9,3.0,2,0,26.3,198.6,True,False,False,False,False,2
20,81.6,1.83,196.0,164.0,69.0,0.79,16.7,4.4,5,2,24.3,385.8,True,False,True,False,False,1
29,64.7,1.58,192.0,134.0,63.0,1.17,13.2,4.2,7,3,25.8,125.0,True,False,False,False,True,1
43,49.9,1.48,169.0,133.0,64.0,1.26,18.0,3.4,5,2,22.7,289.2,True,False,False,False,False,1
33,60.0,1.73,186.0,133.0,69.0,1.0,19.6,4.2,5,2,20.1,98.5,True,False,False,False,True,1
54,57.7,1.67,168.0,151.0,55.0,1.02,8.0,3.9,7,3,20.7,475.0,True,True,False,False,False,1
39,54.0,1.61,177.0,144.0,68.0,0.86,23.9,3.2,5,1,20.9,194.3,True,False,False,True,False,2
46,73.1,1.75,174.0,138.0,55.0,1.25,23.0,3.9,6,2,24.0,382.4,False,False,False,True,False,1
31,56.0,1.76,190.0,162.0,75.0,0.54,30.4,4.3,3,0,18.0,183.0,True,False,True,False,False,0
45,40.5,1.46,166.0,123.0,71.0,0.55,25.4,3.5,3,0,19.0,36.6,True,False,False,False,True,2
22,64.0,1.61,199.0,146.0,81.0,0.69,18.5,3.8,5,1,24.5,73.0,True,False,False,False,True,0
47,84.8,1.9,171.0,155.0,65.0,1.31,13.6,4.5,4,2,23.5,719.45,True,True,False,False,False,1
22,74.8,1.74,205.0,146.0,74.0,0.72,20.4,3.8,5,1,24.8,88.8,True,False,False,False,True,0
29,72.7,1.75,192.0,139.0,73.0,0.71,19.6,3.9,4,1,23.8,85.9,True,False,False,False,True,0
33,104.9,1.8,182.0,127.0,60.0,1.26,8.0,4.5,7,3,34.1,228.6,True,False,False,False,True,1
43,69.3,1.68,168.0,154.0,75.0,0.83,19.5,3.0,3,1,24.5,464.2,True,True,False,False,False,2
43,69.6,1.76,177.0,159.0,60.0,1.26,18.5,4.0,7,3,22.5,704.9,False,True,False,False,False,1
38,74.9,1.75,189.0,170.0,62.0,1.17,17.1,3.8,7,3,24.4,708.0,False,True,False,False,False,1
56,84.4,1.73,161.0,125.0,82.0,0.72,20.6,4.2,3,1,28.1,99.2,True,False,False,False,True,2
53,64.6,1.65,169.0,127.0,76.0,0.37,23.9,3.5,2,0,23.8,39.3,True,False,False,False,True,2
50,77.0,1.7,174.0,143.0,72.0,0.29,28.4,3.0,2,0,26.7,93.3,False,False,False,True,False,2
47,67.2,1.62,176.0,127.0,66.0,0.84,14.9,4.0,3,1,25.6,93.9,True,False,False,False,True,2
54,64.6,1.68,166.0,141.0,65.0,1.04,13.5,4.2,7,2,22.8,404.4,True,False,True,False,False,1
40,59.7,1.56,177.0,161.0,71.0,0.73,24.7,3.1,4,1,24.4,351.5,False,True,False,False,False,0
27,77.9,1.6,192.0,135.0,65.0,1.08,20.0,4.0,7,2,30.4,139.1,True,False,False,False,True,1
22,68.1,1.65,193.0,172.0,57.0,0.64,21.8,2.9,7,2,25.0,350.1,True,True,False,False,False,0
53,50.4,1.59,162.0,147.0,64.0,0.52,24.0,3.5,2,0,20.1,210.9,True,True,False,False,False,2
51,60.3,1.63,174.0,146.0,60.0,1.05,25.7,4.4,6,2,22.7,382.1,False,False,True,False,False,1
48,49.8,1.66,174.0,159.0,75.0,0.85,30.7,3.3,3,0,18.0,341.2,False,True,False,False,False,2
27,72.6,1.72,194.0,177.0,75.0,0.61,26.4,3.0,2,0,24.5,360.6,True,True,False,False,False,0
36,92.1,1.77,180.0,165.0,77.0,0.7,29.2,3.1,2,0,29.2,523.3,False,True,False,False,False,0
49,49.7,1.63,177.0,147.0,77.0,0.25,24.2,2.6,2,0,18.6,52.2,False,False,False,True,False,2
18,80.9,1.81,201.0,159.0,63.0,0.79,8.4,3.6,5,2,24.6,266.8,False,False,False,True,False,1
22,87.9,1.77,199.0,138.0,65.0,0.74,24.0,4.3,5,1,27.9,106.3,True,False,False,False,True,0
21,84.9,1.73,205.0,165.0,73.0,0.88,21.4,4.0,4,1,28.4,312.4,False,False,False,True,False,0
33,83.7,1.7,183.0,131.0,66.0,0.66,10.5,3.7,5,2,29.1,92.1,False,False,False,False,True,1
41,52.8,1.71,176.0,141.0,60.0,0.91,24.0,3.7,5,2,18.0,201.3,False,False,False,True,False,1
33,84.2,1.8,192.0,162.0,73.0,0.59,30.1,4.0,3,1,26.0,297.2,True,False,True,False,False,0
19,58.5,1.8,205.0,185.0,70.0,1.11,17.2,3.8,5,2,18.0,525.5,False,True,False,False,False,0
45,65.8,1.81,177.0,151.0,74.0,0.84,24.6,4.4,5,1,20.0,330.6,False,False,True,False,False,2
49,77.4,1.68,160.0,119.0,70.0,0.85,22.8,3.8,7,2,27.3,107.5,True,False,False,False,True,2
44,74.2,1.74,182.0,128.0,61.0,0.84,25.2,3.6,5,2,24.6,103.5,False,False,False,False,True,1
37,88.6,1.81,180.0,145.0,79.0,0.45,28.3,2.6,3,0,26.9,182.4,False,False,False,False,False,2
41,53.1,1.62,176.0,144.0,69.0,0.87,28.4,3.6,5,1,20.3,194.3,False,False,False,True,False,2
29,81.2,1.65,190.0,156.0,75.0,0.93,17.1,3.8,5,2,29.9,319.1,True,False,False,True,False,1
52,75.7,1.68,162.0,139.0,69.0,0.92,9.9,4.6,4,2,26.8,419.4,True,False,True,False,False,1
50,86.3,1.77,176.0,146.0,77.0,0.51,36.9,3.6,3,0,27.6,184.1,False,False,False,True,False,2
50,61.8,1.77,171.0,149.0,84.0,1.02,28.3,4.4,3,0,19.7,376.8,False,False,True,False,False,2
54,78.8,1.66,169.0,139.0,67.0,0.73,13.9,3.2,3,1,28.7,243.6,False,False,False,True,False,2
29,53.2,1.53,187.0,171.0,78.0,0.48,28.0,2.6,2,0,22.7,207.0,False,True,False,False,False,0
20,62.6,1.7,205.0,151.0,85.0,0.25,36.8,3.3,2,0,21.6,25.8,False,False,False,False,True,0
18,66.8,1.59,205.0,167.0,79.0,0.52,30.8,3.3,3,0,26.5,145.6,False,False,False,True,False,0
50,61.7,1.53,164.0,150.0,76.0,0.76,26.4,2.5,2,0,26.3,374.6,True,True,False,False,False,2
57,49.8,1.55,157.0,126.0,69.0,0.77,33.0,2.8,5,1,20.6,173.9,False,False,False,False,False,2
27,94.5,1.71,189.0,144.0,60.0,1.23,18.4,3.4,6,2,32.2,529.8,False,False,False,False,False,1
46,103.1,1.82,179.0,152.0,74.0,0.57,30.1,3.9,2,0,31.3,349.2,False,False,True,False,False,2
30,74.9,1.68,191.0,172.0,66.0,0.7,26.1,3.5,5,1,26.4,422.4,True,True,False,False,False,0
29,74.4,1.7,191.0,148.0,69.0,1.15,29.9,2.7,3,1,25.7,387.8,False,False,False,False,False,0
48,81.9,1.8,174.0,146.0,64.0,0.54,12.8,3.5,5,2,25.3,263.7,True,False,True,False,False,1
19,41.9,1.53,205.0,172.0,75.0,0.98,24.8,4.3,3,1,18.0,245.1,False,False,True,False,False,0
52,73.4,1.73,159.0,129.0,73.0,0.52,32.0,2.5,2,0,24.5,174.0,False,False,False,False,False,2
40,68.8,1.68,178.0,136.0,57.0,0.79,24.8,3.0,7,3,24.4,248.4,False,False,False,False,False,1
34,65.4,1.74,171.0,140.0,69.0,1.52,17.2,4.8,7,2,21.7,415.2,False,False,False,True,False,1
43,60.6,1.63,180.0,132.0,73.0,0.64,30.1,3.3,5,1,22.8,64.2,False,False,False,False,True,2
25,46.0,1.6,200.0,156.0,74.0,0.4,29.1,2.5,3,0,18.0,83.8,False,False,False,False,False,0
